GENE	Sample1	Sample2
ENTPD4	84.83566	25.8949
ENTPD5	11.6389	0
ENTPD6	49.7853	12.110667407843
ENTPD7	0	1.88067
ENTPD8	0	0
ENY2	52.3577	123.35
EOMES	34.2321	0
EP300	56.4891	25.8199
EP400	65.0811259089	16.0359
EPAS1	0	0
EPB41L1	0	0
EPB41L2	0	9.467923419
EPB41L3	58.1101	65.1461
EPB41L4A	36.8392	0
EPB41L4B	0	0
EPB41L5	3.84051	9.13621
EPB41	45.9028	71.0967623
EPB42	0	0
DMTN	21.15735	14.0097815
EPC1	35.0478	34.3393
EPC2	6.3298	22.2723
EPCAM	0	0
EPDR1	0	0
EPGN	0	0
EPHA10	0	0
EPHA1	6.87903	9.65947
EPHA2	0	0
EPHA3	0	0
EPHA4	10.7021	4.31739
EPHA5	0	0
EPHA6	0	0
EPHA7	0	0
EPHA8	0	0
EPHB1	0	0
EPHB2	0	0
EPHB3	0	0
EPHB4	0	0
EPHB6	52.2341	7.11287
EPHX1	43.816	0
EPHX2	0	15.6142849
EPHX3	0	0
EPHX4	0	0
EPM2AIP1	6.06633	6.4942
EPM2A	0	5.99119
EPN1	19.5792	67.8979
EPN2	0	0
EPN3	0	0
EPOR	20.2101	0
EPO	0	0
EPPK1	0	4.41718
EPRS	41.6890167032	41.8732
EPS15L1	43.75	18.6109
EPS15	58.6202	33.5408
EPS8L1	13.1391	0
EPS8L2	0	10.3079
EPS8L3	0	0
EPS8	0	0
EPSTI1	0	32.8954
EPT1	11.21169386	0
EPX	0	0
EPYC	0	0
ERAL1	26.3409	40.3731
ERAP1	47.2137	41.3075
ERAP2	31.33580502492	28.2219000509269
ERAS	0	0
ERBB2IP	37.389440461157	31.4050093
ERBB2	0	6.51594
ERBB3	0	0
ERBB4	0	0
ERC1	2.4106966329	14.95481
ERC2	0	0
ERCC1	108.6981	39.7982
ERCC2	33.44435225	21.1100931764
ERCC3	107.8179	0
ERCC4	3.75956	0
ERCC5	35.98877	18.27476
ERCC6L	0	0
ERCC6	0	6.82698
ERCC8	29.0102	0
EREG	24.24492	0
ERF	8.64552	18.0751
ERGIC1	95.2915	51.731
ERGIC2	0	27.84932
ERGIC3	125.861	194.602
ERG	4.8638439	0
ERH	134.984	63.8359
ERI1	11.0626	3.50321
ERI2	0	11.1954
ERI3	46.9392	15.399
ERICH1	15.45219	36.5657
ERLEC1	30.536	10.6855
ERLIN1	14.9129	0
ERLIN2	9.46387	14.5042
ERMAP	14.6927	5.0477
ERMN	13.6815	4.373247
ERMP1	8.72991	18.585
ERN1	34.387	4.04343
ERN2	0	0
ERO1B	13.5246	0
ERO1A	20.9829	25.6103
ERP27	0	10.7658
ERP29	183.429	269.822
ERP44	28.1627	33.2618
ERRFI1	0	0
ERVFRD-1	0	0
ESAM	0	0
ESCO1	5.08084	7.18907
ESCO2	0	0
ESD	42.308274	112.078
ESF1	12.5289	25.77441
ESM1	0	0
ESPL1	3.414800392	0
ESPNL	0	0
ESPNP	0	0
ESPN	0	0
ESR1	0	0
ESR2	0	0
ESRP1	0	0
ESRP2	0	0
ESRRA	174.1461	45.74179
ESRRB	0	0
ESRRG	0	0
ESX1	0	0
ESYT1	93.4122	112.537
ESYT2	99.11971	86.12477
ESYT3	0	0
ETAA1	0	4.94623
ETF1	42.4175358318	35.23423
ETFA	18.3036	61.2971
ETFB	86.239	129.335
ETFDH	0	0
ETHE1	27.0915	70.0998
ETNK1	6.36112141	4.537010895
ETNK2	0	0
ETS1	290.788	516.9311
ETS2	56.4993	39.7689
ETV1	0	0
ETV2	0	0
ETV3L	0	0
ETV3	11.9147	11.7549
ETV4	0	0
ETV5	0	0
ETV6	102.0581	0
ETV7	0	0
EVC2	0	0
EVC	0	0
EVI2A	124.138	157.667
EVI2B	215.277	402.807
EVI5L	8.048980104702	13.0225
EVI5	6.096643	4.3511118
EVL	540.4848	291.6007
EVPLL	0	0
EVPL	3.43388166	2.4465125791
EVX1	0	0
EVX2	0	0
EWSR1	227.2784	177.388
EXD1	0	0
EXD2	0	13.7567
EXD3	0	0
EXO1	0	0
EXOC1	34.182549042	9.60148422154
EXOC2	21.68223	20.2675
EXOC3L2	14.0577	0
EXOC3L1	0	0
EXOC3	93.0638	41.304
EXOC4	43.73817	72.1232
EXOC5	8.47323	13.547
EXOC6B	0	0
EXOC6	0	5.80843
EXOC7	70.72908608308	23.7273
EXOC8	4.46812	9.50795
EXOG	0	0
EXOSC10	34.2342	35.7996
EXOSC1	27.5986	43.6345
EXOSC2	11.2254	13.6472
EXOSC3	46.2274	0
EXOSC4	59.1057	18.9358
EXOSC5	26.1623	16.9853
EXOSC6	71.1475	48.4485
EXOSC7	24.8401	32.4212
EXOSC8	28.6347	36.8253
EXOSC9	18.8979	12.6272
EXPH5	0	0
EXT1	6.87475	0
EXT2	13.60981681	23.89611215
EXTL1	0	0
EXTL2	0	0
EXTL3	18.3518	7.83702
EYA1	0	0
EYA2	10.5307	0
EYA3	0	0
EYA4	0	0
EYS	0	0
EZH1	84.7161	3.67295
EZH2	9.18778	0
EZR	141.0124	166.822
F10	0	0
F11R	26.7212	21.802372984
F11	0	0
F12	0	0
F13A1	34.03894	67.1214
F13B	0	0
F2RL1	0	0
F2RL2	0	0
F2RL3	8.56186	0
F2R	29.3422	17.0169
F2	0	0
F3	0	0
F5	26.56231	7.0077
F7	0	0
F8A1	68.3775	149.9481
F8	0	6.27562
F9	0	0
FA2H	0	0
FAAH2	0	8.15767
FAAH	21.3617	14.1335
FABP12	0	0
FABP1	0	0
FABP2	0	7.27462
FABP3	0	0
FABP4	0	0
FABP5	0	52.3835
FABP6	0	0
FABP7	0	0
FABP9	0	0
FADD	12.9545	53.2065
FADS1	5.60483	15.25222
FADS2	13.8638	30.9604
FADS3	0	0
FADS6	14.5191	0
FAF1	15.7045	21.2598
FAF2	25.317	10.7474
FAHD1	0	0
FAHD2A	19.2097	0
FAHD2B	0	26.3355
FAH	0	11.4437
FAIM2	0	0
FCMR	87.4997	146.066
FAIM	0	0
UBALD1	26.74461	0
UBALD2	91.9424	124.659
FAM101A	0	0
FAM101B	63.9349	40.3486
FAM102A	125.594	75.879784
FAM102B	8.51811	3.02372
FAM103A1	0	0
FAM104A	24.7746000985197	17.2934
FAM104B	0	31.299892
FAM105A	22.4383	29.7182
OTULIN	11.4172	0
FAM107A	0	0
FAM107B	78.0817819436	175.674399256
ABHD17A	234.244439	299.1437
ABHD17B	15.093795	0
ABHD17C	0	0
FAM109A	16.3515	5.70891
FAM109B	0	0
FAM110A	39.8434	86.9345
FAM110B	0	0
FAM110C	0	0
FAM111A	83.05472441	21.55763649
FAM111B	0	0
PCED1A	90.1693	9.95506
PCED1B	77.5893	31.6148
FAM114A1	0	49.1127
FAM114A2	8.76891	12.2157
TCAF1	0	0
TCAF2	23.4977	16.5126015
DENND6A	15.0827	7.07484
DENND6B	0	8.18491
FAM117A	65.4589	75.3153
FAM117B	23.7823552	6.01619
FAM118A	9.86471	22.3569
FAM118B	13.79875	9.41377
METTL21A	43.4055605142334	55.79747
METTL21B	0	0
FAM120AOS	40.21841	18.32155
FAM120A	114.559	91.50021263454
FAM120B	19.12659	30.42688
FAM120C	44.48475	14.6648
FAM122B	58.0411	9.362620135516
FAM122C	11.0295	19.0486
AMER2	0	0
AMER1	0	0
AMER3	0	0
FAM124A	0	0
FAM124B	0	13.2259
MVB12A	155.5998	62.1345
MVB12B	4.8364301939829	21.09346
FAM126A	7.37743	25.24106
FAM126B	4.868718628	10.9034027292
FAM127A	0	0
FAM127B	39.3957	0
FAM127C	0	0
MZT2A	93.1653	246.164
MZT2B	215.655	180.84
FAM129A	16.3134	30.25431
FAM129B	24.4854	38.8041
FAM129C	95.7417	33.0691
FAM131A	40.7902	14.9644
FAM131B	0	0
FAM131C	0	0
FAM132A	0	0
FAM133A	0	0
FAM133B	20.2514172792	13.8022
FAM134A	62.265	136.4181
FAM134B	7.53005	30.134
FAM134C	47.1258	72.93537608
FAM135A	23.8745	16.76755
FAM135B	0	0
FAM136A	39.9634	27.315
FAM138B	0	0
FAM138D	0	0
FAM138E	0	0
FAM138A	0	0
FAM13A-AS1	9.54802	0
FAM13A	74.9861	5.23951
FAM13B	12.7649	12.0835
FAM13C	0	0
FAM149A	0	0
FAM149B1	47.1806	10.6441
FAM150A	0	0
FAM150B	0	0
FAM151A	0	0
FAM151B	15.9883	0
FAM153A	16.5933	0
FAM153B	21.4474	0
SAXO1	0	0
SAXO2	0	0
FAM155A	0	0
FAM155B	0	0
FAM156A	133.5355	19.605032866
EMC9	0	0
FAM159A	0	0
FAM160A1	0	0
FAM160A2	88.5595	9.61881
FAM160B1	15.6307	5.682543
FAM160B2	49.1091	5.71503
FAM161A	0	0
FAM161B	0	0
FAM162A	31.989	0
FAM162B	0	0
FAM163A	0	0
FAM163B	0	0
ZC2HC1A	0	0
ZC2HC1C	0	0
SMIM11A	29.7999	57.0777
FAM166A	0	0
FAM166B	0	0
FAM167A	0	0
FAM167B	0	0
FAM168A	0	18.623500758752
FAM168B	25.2337	50.7698
FAM169A	11.8002	0
FAM169B	0	0
FAM170A	0	0
FAM170B	0	0
FAM171A1	5.81862	0
FAM171A2	0	0
FAM171B	0	0
FAM172A	21.99905	4.11946
FAM173A	31.0898	19.8033
FAM173B	0	9.16238
FAM174A	0	0
FAM174B	0	0
FAM175A	24.235	7.11603
FAM175B	7.77625	16.3172
EVA1A	0	0
EVA1B	26.7314	51.9488
FAM177A1	0	11.1279
FAM177B	0	0
SLF2	16.69188	8.53181
FAM178B	0	0
FAM179A	11.9147	0
FAM179B	0	2.586794
FAM180A	0	0
FAM180B	0	0
FAM181A	0	0
FAM181B	0	0
FAM182A	0	0
FAM182B	0	0
FAM183A	0	0
FAM183BP	0	0
FAM184A	0	4.77637
FAM184B	0	0
FAM185A	12.5644	0
FAM186A	0	0
FAM186B	0	0
FAM187B	0	0
FAM188A	10.1583	10.0679
FAM188B	0	0
FAM189A1	0	0
FAM189A2	0	0
FAM189B	34.4508	8.14936
TVP23A	0	0
TVP23C	38.5042	23.8486
TVP23B	0	0
CCSER1	0	0
CCSER2	11.932143954	0
FAM192A	73.7728	42.2387
FAM193A	18.9075	17.253579445
FAM193B	81.2906	7.43468
ERICH6	0	0
ERICH6B	0	0
FAM195A	0	21.8304
FAM195B	153.2896	67.9651
FAM196A	0	0
FAM196B	0	0
FAM197Y5P	0	0
FAM198A	0	0
FAM198B	19.03631948	20.230134382
FAM199X	15.5034	16.2674
FAM19A1	0	0
FAM19A2	0	0
FAM19A3	0	0
FAM19A4	0	0
FAM19A5	0	0
FAM200A	0	6.80712
FAM200B	5.22733	0
FAM20A	0	0
FAM20B	24.3673	13.5646
FAM20C	16.9791	30.0695
FAM21A	47.6387	0
FAM21C	90.289	15.88349
NUTM2A	0	0
NUTM2F	0	0
NUTM2G	0	0
TMEM236	0	0
FAM24A	0	0
FAM24B	0	0
FAM25A	0	0
FAM26D	0	0
FAM26E	0	0
FAM26F	45.9638	45.3243
FAM32A	118.97	125.881
FAM35A	24.2474	16.6551
FAM35BP	0	0
COX20	18.84788	32.6462
PIEZO1	163.9549	34.59261068
PIEZO2	0	0
FAM3A	29.3463	0
FAM3B	7.74901	0
FAM3C	37.5784307476	32.1088
FAM3D	0	0
STRIP1	14.1950151	19.9143
STRIP2	17.3952	0
FAM41C	0	0
FAM43A	22.138	5.17007
FAM43B	0	0
FAM45A	0	40.07293472
FAM46A	12.14119752	8.627526058
FAM46B	0	0
FAM46C	11.906	19.7474
FAM46D	0	0
FAM47A	0	0
FAM47B	0	0
FAM47C	0	0
FAM47E	15.0629	0
SUPT20H	34.1792	34.75795
FAM49A	32.9042	23.2872
FAM49B	65.230700638864	160.9225
FAM50A	74.1346	62.01
FAM50B	0	10.2027
FAM53A	0	8.35366
FAM53B	35.584	64.645
FAM53C	31.251836	4.59128
MTFR2	0	0
MTFR1L	28.6476	15.09288
NXPE1	0	0
NXPE2	0	0
NXPE3	8.65912	18.9403
NXPE4	0	0
FAM57A	24.06784	0
FAM57B	0	0
FAM58A	0	27.2323
GAREM1	0	0
BRINP2	0	0
BRINP3	0	0
FAM60A	29.86616	6.19301
FAM63A	58.0417	0
FAM63B	4.70675166	0
FAM64A	0	0
FAM65A	50.727827952	11.935814
FAM65B	238.4792	152.3951
FAM65C	0	0
FAM66E	0	0
FAM69A	39.466	24.35704063
FAM69B	0	0
FAM69C	0	0
TMEM255A	0	0
TMEM255B	0	0
FAM71A	0	0
FAM71B	0	0
FAM71C	0	0
FAM71D	0	0
FAM71E1	0	0
FAM71E2	0	0
FAM71F1	0	0
FAM71F2	0	0
FAM72A	0.0229908	0.00341456
FAM72B	12.9846	8.89886
FAM73A	17.097500324201	6.3045
FAM73B	33.283184	25.769771
FAM74A1	0	0
FAM74A4	0	0
SPATA31A3	0	0
SPATA31A5	0	0
SPATA31A6	0	0
FAM76A	22.3467	15.5942
FAM76B	5.812499895	20.49700208958
FAM78A	93.3927	45.279
FAM78B	0	0
ULK4P1	0	0
ULK4P3	0	0
FAM81A	0	0
FAM81B	0	0
RMDN2	0	0
RMDN3	32.1429025199	22.2077
RMDN1	22.745	16.63390721188
FAM83A	0	0
FAM83B	0	0
FAM83C	0	0
FAM83D	0	3.32964
FAM83E	0	0
FAM83F	0	0
FAM83G	15.8933	11.1086
FAM83H	6.38277	4.49073
FAM84A	0	0
FAM84B	4.55724	5.5421
EEF2KMT	0	0
FAM86B1	0	0
FAM86B2	0	0
FAM86C1	0	0
FAM86DP	0	9.11539
FAM89A	0	11.0408
FAM89B	50.9479	47.0541
FAM8A1	4.81014	0
FAM90A1	0	0
FAM90A17P	0	0
FAM91A1	39.07182	6.473768
FAM92A1	0	0
FAM92A1P2	0	0
FAM92B	0	0
FAM95B1	8.30694	0
FAM96A	116.852	76.6997
FAM96B	0	99.5504
FAM98A	10.5861	0
FAM98B	31.7472	0
FAM98C	91.0927	13.0496
FAM99A	0	0
FAM99B	0	0
FAM9A	0	0
FAM9B	0	0
FAM9C	0	0
FANCA	101.274	0
FANCB	0	0
FANCC	0	6.74967
FANCD2	17.8508178217	0
FANCE	0	6.437262032
FANCF	20.9763	0
FANCG	0	0
FANCI	7.76233	15.7788
FANCL	0	0
FANCM	0	0
FANK1	0	0
FAP	0	0
FAR1	65.4762	9.18578
FAR2	25.6982	0
FARP1	0	0
FARP2	0	0
FARS2	0	17.525
FARSA	27.4014	41.7368
FARSB	0	7.32459
FASLG	13.2811	0
FASN	23.9517	32.22952
FASTKD1	19.32725	0
FASTKD2	23.0543399737	5.468462112578
FASTKD3	0	9.19927
FASTKD5	8.14566	22.7544
FASTK	137.0299	6.59113
FAS	28.2315792	13.07451536
FAT1	0	0
FAT2	4.71479	0
FAT3	0	0
FAT4	0	0
FATE1	0	0
FAU	1194.8165	2039.84
FBF1	38.1061400643242	20.3794
FBLIM1	0	6.8951936
FBLN1	7.78674	0
FBLN2	5.47986	3.87026
FBLN5	0	7.12554
FBLN7	0	8.65658
FBL	173.7460129902	428.0210815744
FBN1	0	0
FBN2	2.09117	1.4985
FBN3	0	0
FBP1	32.9778	77.877
FBP2	0	0
FBRSL1	30.1663	32.2941
FBRS	106.1425	68.9078
FBXL12	15.7717	32.0174
FBXL13	16.14	0
FBXL14	40.7226	33.3542
FBXL15	34.8482	58.5592
FBXL16	0	30.4347
FBXL17	0	12.4358
FBXL18	0	5.19357
FBXL19	6.72427	9.44835
FBXL20	14.1748	14.1628
FBXL22	0	0
FBXL2	0	0
FBXL3	45.5067	32.0011
FBXL4	0	20.147
FBXL5	124.068149	91.54979387
FBXL6	13.99543231	0
FBXL7	0	0
FBXL8	0	0
FBXO10	0	5.03499
FBXO11	77.09116	37.2591
FBXO15	0	9.567970128907
FBXO16	0	0
FBXO17	10.899100965875	0
FBXO18	26.0728	59.584
FBXO21	5.440389	16.0681
FBXO22	9.92385	9.02283
FBXO24	16.7005	0
FBXO25	0	11.963
FBXO27	0	0
FBXO28	4.330762992	9.2210835208
FBXO2	0	14.1086
FBXO30	0	0
FBXO31	18.0641	14.4848
FBXO32	0	13.9487
FBXO33	0	0
FBXO34	8.23666	11.4999
FBXO36	0	0
FBXO38	12.656	11.6985
FBXO39	0	0
FBXO3	15.6722	19.25112
FBXO40	0	0
FBXO41	22.1971	9.04708
FBXO42	27.00944	27.3348
FBXO43	0	0
FBXO44	41.3218	0
FBXO45	3.96015	0
FBXO46	7.77976	0
FBXO47	0	0
FBXO48	0	0
FBXO4	0	12.548
FBXO5	0	0
FBXO6	15.783	21.6026
FBXO7	65.5009	102.2228
FBXO8	9.64868	0
FBXO9	41.2821	7.29897
FBXW10	0	0
FBXW11	10.8628	15.3473
FBXW12	0	0
FBXW2	21.978658072315	10.701456061
FBXW4	10.7091	36.9957
FBXW5	252.44897	55.76220589
FBXW7	28.5607	9.8559
FBXW8	20.98144	29.01925
FBXW9	0	0
FCAMR	0	0
FCAR	53.1337	0
FCER1A	65.283	71.8744
FCER1G	794.471	679.148
FCER2	54.1747	0
FCF1	20.6632	30.6082
FCGBP	1.36173	8.80987
FCGR1A	21.7981	0
FCGR1B	15.4091	0
FCGR2A	330.79	40.38551
FCGR2B	22.9058	20.47068634517
FCGR3A	415.3920598805	138.9906525
FCGR3B	0	12.3915
FCGRT	251.1113	275.5089
FCHO1	157.868600103028	31.9712
FCHO2	0	0
FCHSD1	69.1707	19.01090172049
FCHSD2	60.0425	28.7562297
FCN1	2785.69	1532.35
FCN2	0	0
FCN3	0	0
FCRL1	8.2061	11.4587
FCRL2	25.4344	0
FCRL3	106.0829	13.6433
FCRL4	0	0
FCRL5	0	6.00077
FCRL6	232.7869	13.593
FCRLA	10.0611704	42.65946554
FCRLB	12.0708	10.21570496965
FDFT1	72.5038	83.0163
FDPS	109.102	83.0994
FDX1L	0	40.356
FDX1	7.19919	10.0954
FDXACB1	8.09202	0
FDXR	0	0
FECH	6.16439	11.090654
FEM1A	0	0
FEM1B	38.61743	22.1479
FEM1C	7.8057	2.77505
FEN1	10.5307	14.5625
FER1L5	0	0
FER1L6	0	0
FERD3L	0	0
FERMT1	7.36664	0
FERMT2	0	0
FERMT3	249.39767	160.540226
FER	9.2803	6.45025
FES	142.75541	35.9966
FETUB	0	0
FEV	0	0
FEZ1	24.9241	0
FEZ2	47.42948742	31.8474
FEZF1	0	0
FEZF2	0	0
FFAR1	0	0
FFAR2	23.9324	12.4989
FFAR3	0	0
FGA	0	0
FGB	0	0
FGD1	0	3.78687
FGD2	331.4643	52.6006
FGD3	107.687	121.4083
FGD4	8.43453	1.954147444
FGD5	0	0
FGD6	7.25899	0
FGF10	0	0
FGF11	0	0
FGF12	0	0
FGF13	0	0
FGF14	0	0
FGF16	0	0
FGF17	0	0
FGF18	0	0
FGF19	0	0
FGF1	0	0
FGF20	0	0
FGF21	0	0
FGF22	0	0
FGF23	7.70045	0
FGF2	0	0
FGF3	0	0
FGF4	0	0
FGF5	0	0
FGF6	0	0
FGF7	0	0
FGF8	0	0
FGF9	0	0
FGFBP1	0	0
FGFBP2	151.137	85.6336
FGFBP3	0	6.363
FGFR1OP2	32.5209	52.2315
FGFR1OP	0	11.3382
FGFR1	24.4286	8.7649
FGFR2	0	0
FGFR3	0	0
FGFR4	0	0
FGFRL1	14.9887	0
FGGY	0	0
FGG	0	0
FGL1	0	0
FGL2	337.511	197.197
FGR	888.277	242.48
FHAD1	0	0
FHDC1	0	0
FHIT	27.6451	31.127680836
FHL1	0	7.064746
FHL2	0	0
FHL3	0	21.6629
FHL5	0	0
FHOD1	85.9787	4.20612
FHOD3	0	0
FH	53.9013	18.4091
FIBCD1	0	0
FIBIN	0	0
FIBP	103.485	46.40560319001
FICD	0	0
FIG4	50.3061	20.9462512
FIGF	0	0
FIGLA	0	0
FIGNL1	20.6371	5.30555
FIGN	0	0
FILIP1L	0	0
FILIP1	0	0
FIP1L1	38.6543	47.9354
FIS1	112.192	162.813
FITM1	0	0
FITM2	0	0
FIZ1	17.6006	6.12893
FJX1	0	0
FKBP10	0	0
FKBP11	81.7303	6.05698
FKBP14	12.2227	0
FKBP15	74.56890913	63.2026
FKBP1A	193.576	436.542
FKBP1B	0	0
FKBP2	45.0986121286	117.491
FKBP3	18.4256	0
FKBP4	18.4662	13.0048
FKBP5	164.2625562	39.9155036992
FKBP6	0	0
FKBP7	0	0
FKBP8	309.55497	332.399
FKBP9P1	11.8975	0
FKBP9	0	0
FKBPL	0	0
FKRP	20.2528413889	0
FKTN	0	2.31078
FLAD1	26.2939	36.8361
FLCN	58.9898	9.46045
FLG2	0	0
FLG	0	0
FLI1	190.0837	85.4301
FLII	161.28569	98.86700233698
GABPB1	10.2216	7.40692
EBLN2	0	0
ARHGEF40	40.6874	16.60613
FAM86B3P	0	0
EPB41L4A-AS2	0	0
KLF3-AS1	28.5495	0
CASC15	12.3247	0
LINC00905	0	0
LINC01205	0	0
SATB2-AS1	0	0
LINC01184	34.0338	23.31459
VLDLR-AS1	0	0
ENDOV	8.28603	0
CCDC71L	9.63188	0
LINC00282	11.5281	0
C5orf64	0	0
THAP7-AS1	19.7942	0
EHMT1-IT1	0	0
ANKRD36BP2	17.5871	0
SLC25A3P1	0	0
KRT18P55	0	0
WEE2-AS1	0	0
NR2F1-AS1	0	0
LINC00982	0	0
LINC-PINT	15.79542	13.1895
SPATA31D4	0	0
MROH5	0	0
SPATA31D5P	0	0
SPATA31D3	0	0
C5orf63	0	0
DICER1-AS1	0	0
GATA3-AS1	0	0
SPATA31D1	0	0
DMBT1P1	0	0
BAIAP2-AS1	10.3471	10.976
FLNA	685.10880560098	440.1731945
FLNB	16.73763452463	19.759627
FLNC	0	0
FLOT1	115.02	116.901
FLOT2	142.391	229.23
FLRT1	0	0
FLRT2	0	0
FLRT3	0	0
FLT1	0	0
FLT3LG	174.077025112	187.679
FLT3	24.7664	13.0793
FLT4	0	0
FLVCR1	6.73246	9.45952
FLVCR2	31.5227	5.87456
FLYWCH1	39.1713617	19.3508
FLYWCH2	28.1249	18.1206
FMN1	0	0
FMN2	0	0
FMNL1	577.39	243.3314
FMNL2	6.2705856256	4.413890582052
FMNL3	24.0286	5.82164163685
FMO1	0	0
FMO2	0	0
FMO3	31.3098	0
FMO4	11.1015	0
FMO5	0	6.52924
FMO6P	0	0
FMOD	0	0
FMR1NB	0	0
FMR1	36.54675	3.8304
FN1	0	0
FN3KRP	39.582	9.02283
FN3K	0	0
FNBP1L	0	0
FNBP1	140.818039797	73.2159
FNBP4	105.982	31.6388
FNDC1	0	0
FNDC3A	25.1575	7.45779
FNDC3B	9.76787185	18.0388170186
FNDC4	0	0
FNDC5	0	0
FNDC7	0	0
FNDC8	0	0
FNIP1	4.0677369681	2.46803195162
FNIP2	3.92362	2.78957
FNTA	101.55195	11.1408
FNTB	16.5535	0
FOLH1	0	0
FOLR1	0	0
FOLR2	22.88594895246	15.051050968248
FOLR3	0	20.1272
IZUMO1R	0	0
FOSB	0	0
FOSL1	0	0
FOSL2	73.7932	32.4788
FOS	242.045	181.7988
FOXA1	0	0
FOXA2	0	0
FOXA3	0	0
FOXB1	0	0
FOXB2	0	0
FOXC1	0	0
FOXC2	0	0
FOXD1	0	0
FOXD2	0	0
FOXD3	0	0
FOXD4L1	0	0
FOXD4L3	0	0
FOXD4L5	0	0
FOXD4L6	0	0
FOXD4	0	0
FOXE1	0	0
FOXE3	0	0
FOXF1	0	0
FOXF2	0	0
FOXG1	0	0
FOXH1	0	0
FOXI1	0	0
FOXI2	0	0
FOXI3	0	0
FOXJ1	0	0
FOXJ2	41.457	14.7234
FOXJ3	68.3503	18.52400153871
FOXK1	26.6991	36.0854
FOXK2	32.741738	51.6077
FOXL1	0	0
FOXL2	0	0
FOXM1	0	0
FOXN1	0	0
FOXN2	24.9584	11.8179
FOXN3	34.744468342	65.4020686248
FOXN4	0	0
FOXO1	15.8264	33.7515
FOXO3	21.936	11.8302
FOXO4	16.2945	23.3474
FOXP1	16.9092	62.27122
FOXP2	0	0
FOXP3	0	13.1786
FOXP4	19.1877785	16.3772968
FOXQ1	0	0
FOXR1	0	0
FOXR2	0	0
FOXRED1	14.165724687	26.618
FOXRED2	5.88989	3.250070113
FOXS1	0	0
FPGS	56.968503	54.0959
FPGT	0	14.3362
FPR1	245.672	176.781
FPR2	12.5289	25.7744
FPR3	0	0
FRAS1	0	0
FRAT1	26.4852	12.2956
FRAT2	21.4806	51.9381
FREM1	0	0
FREM2	0	0
FRG1	146.201	32.2252
FRG2B	0	0
FRG2C	0	0
FRG2	0	0
FRK	8.18182	0
FRMD1	0	0
FRMD3	0	0
FRMD4A	10.401895	0
FRMD4B	7.92957	3.77793
FRMD5	0	0
FRMD6	0	0
FRMD7	0	0
FRMD8	36.83	53.3495
FRMPD1	0	0
FRMPD2	0	0
FRMPD4	0	0
FRRS1	0	0
FRS2	3.3974900790333	7.26288
FRS3	10.9476	7.55644
FRYL	30.07188	32.60479
FRY	30.62628	20.763037
FRZB	0	0
FSCB	0	0
FSCN1	13.1002	8.96216
FSCN2	0	0
FSCN3	0	0
FSD1L	0	3.767245806
FSD1	16.9566	0
FSD2	0	0
FSHB	0	0
FSHR	0	0
FSIP1	0	0
FSTL1	0	0
FSTL3	22.2252	7.66508
FSTL4	0	0
FSTL5	0	0
FST	0	0
FTCD	0	0
FTH1	2556.63	2933.6
FTHL17	0	0
FTLP10	0	0
FTL	3888.3293	5362.3331
FTMT	0	0
FTO	16.3758	17.15121
FTSJ1	49.15889	46.8817
FTSJ2	15.550000252183	21.06381
FTSJ3	31.1159	27.2046
CMTR2	5.80182237435	0
CMTR1	27.8127	11.7818
FUBP1	86.9137	29.67889
FUBP3	23.4193	10.919
FUCA1	11.4521	39.4406
FUCA2	50.9961	46.9352
FUK	27.071127	10.6464
FUNDC1	0	14.285
FUNDC2	31.4031	10.9789
FURIN	98.6864	46.4656
FUS	318.9313	292.19657
FUT10	0	0
FUT11	0	12.1554
FUT1	0	0
FUT2	0	0
FUT3	0	0
FUT4	0	5.33446
FUT5	0	0
FUT6	0	0
FUT7	25.7906	13.5279
FUT8	18.094	22.0107
FUT9	0	0
FUZ	0	10.927597547069
TIMM10B	37.0444	23.7336
FXN	3.148784	17.186
FXR1	60.8301	62.4378
FXR2	24.6001	26.6648
FXYD1	0	34.57
FXYD2	0	5.95771
FXYD3	0	0
FXYD4	0	0
FXYD5	639.5638	513.699
FXYD6	14.9914	29.5161
FXYD7	0	24.1001
FYB	178.4951269849	189.546615991221
FYCO1	15.878	5.67538
FYN	288.2729	270.6765
FYTTD1	30.0659	13.513900952916
FZD10	0	0
FZD1	15.7864	14.8797
FZD2	0	24.8147
FZD3	0	0
FZD4	0	0
FZD5	0	0
FZD6	15.5964	0
FZD7	0	0
FZD8	0	0
FZD9	0	0
FZR1	51.0033	26.9141
G0S2	0	35.0499
G2E3	21.2182	6.68852
G3BP1	33.30633935	29.7001
G3BP2	42.5016	48.8133
G6PC2	0	0
G6PC3	89.6002290414	45.1608
G6PC	0	0
G6PD	127.831	50.4179
GAA	98.645000316507	87.8394
GAB1	3.0195	0
GAB2	33.9684367	10.74053206
GAB3	39.521	7.6352
GAB4	0	0
GABARAPL1	28.223	19.228
GABARAPL2	25.8564	84.0339
GABARAP	623.108	741.129
GABBR1	101.9037	3.77525029711
GABBR2	0	0
GABPA	13.342319678	9.4648151992
GABPB2	23.0058	0
GABRA1	0	0
GABRA2	0	0
GABRA3	0	0
GABRA4	0	0
GABRA5	0	0
GABRA6	0	0
GABRB1	0	0
GABRB2	0	0
GABRB3	0	0
GABRD	0	0
GABRE	0	0
GABRG1	0	0
GABRG2	0	0
GABRG3	0	0
GABRP	0	0
GABRQ	0	0
GABRR1	0	0
GABRR2	0	0
GABRR3	0	0
GAD1	0	0
